requirement_id,text,categories,article,source_document,status,evidence,best_policy_match,similarity_score
REQ-0144,"Activities addressed specifically to children shall receive specific attention; (c) advise, in accordance with Member State law, the national parliament, the government, and other institutions and bodies on legislative and administrative measures relating to the protection of natural persons' rights and freedoms with regard to processing; (d) promote the awareness of controllers and processors of their obligations under this Regulation; (e) upon request, provide information to any data subject concerning the exercise of their rights under this Regulation and, if appropriate, cooperate with the supervisory authorities in other Member States to that end; (f) handle complaints lodged by a data subject, or by a body, organisation or association in accordance with Article 80, and investigate, to the extent appropriate, the subject matter of the complaint and inform the complainant of the progress and the outcome of the investigation within a reasonable period, in particular if further investigation or coordination with another supervisory authority is necessary; (g) cooperate with, including sharing information and provide mutual assistance to, other supervisory authorities with a view to ensuring the consistency of application and enforcement of this Regulation; (h) conduct investigations on the application of this Regulation, including on the basis of information received from another supervisory authority or other public authority; (i) monitor relevant developments, insofar as they have an impact on the protection of personal data, in particular the development of information and communication technologies and commercial practices; (j) adopt standard contractual clauses referred to in Article 28(8) and in point (d) of Article 46(2); (k) establish and maintain a list in relation to the requirement for data protection impact assessment pursuant to Article 35(4); (l) give advice on the processing operations referred to in Article 36(2); (m) encourage the drawing up of codes of conduct pursuant to Article 40(1) and provide an opinion and approve such codes of conduct which provide sufficient safeguards, pursuant to Article 40(5); (n) encourage the establishment of data protection certification mechanisms and of data protection seals and marks pursuant to Article 42(1), and approve the criteria of certification pursuant to Article 42(5); (o) where applicable, carry out a periodic review of certifications issued in accordance with Article 42(7); 4.5.2016 EN Official Journal of the European Union L 119/69 (p) draft and publish the criteria for accreditation of a body for monitoring codes of conduct pursuant to Article 41 and of a certification body pursuant to Article 43; (q) conduct the accreditation of a body for monitoring codes of conduct pursuant to Article 41 and of a certification body pursuant to Article 43; (r) authorise contractual clauses and provisions referred to in Article 46(3); (s) approve binding corporate rules pursuant to Article 47; (t) contribute to the activities of the Board; (u) keep internal records of infringements of this Regulation and of measures taken in accordance with Article 58(2); and (v) fulfil any other tasks related to the protection of personal data.",data_protection;third_parties,Article 80,GDPR_EN_TXT (7).txt,partially_compliant,"This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.","This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.",0.5078262090682983
REQ-0145,"The performance of the tasks of each supervisory authority shall be free of charge for the data subject and, where applicable, for the data protection officer.",data_protection,Article 80,GDPR_EN_TXT (7).txt,partially_compliant,"​ ​●​ ​For users in the European Economic Area – the contact information for the data protection​ ​regulator in your place of residence can be found​ ​here: ​​https://edpb.europa.eu/about-edpb/board/members_en​ ​●​ ​For users in the UK – the contact information for the UK data protection regulator is below:​ ​The Information Commissioner’s Office​ ​Water Lane, Wycliffe House​ ​Wilmslow - Cheshire SK9 5AF​ ​Tel.","​ ​●​ ​For users in the European Economic Area – the contact information for the data protection​ ​regulator in your place of residence can be found​ ​here: ​​https://edpb.europa.eu/about-edpb/board/members_en​ ​●​ ​For users in the UK – the contact information for the UK data protection regulator is below:​ ​The Information Commissioner’s Office​ ​Water Lane, Wycliffe House​ ​Wilmslow - Cheshire SK9 5AF​ ​Tel.",0.4106976091861725
REQ-0146,"Each supervisory authority shall have all of the following investigative powers: (a) to order the controller and the processor, and, where applicable, the controller's or the processor's representative to provide any information it requires for the performance of its tasks; (b) to carry out investigations in the form of data protection audits; (c) to carry out a review on certifications issued pursuant to Article 42(7); (d) to notify the controller or the processor of an alleged infringement of this Regulation; (e) to obtain, from the controller and the processor, access to all personal data and to all information necessary for the performance of its tasks; (f) to obtain access to any premises of the controller and the processor, including to any data processing equipment and means, in accordance with Union or Member State procedural law.",data_protection;third_parties,Article 42(7),GDPR_EN_TXT (7).txt,partially_compliant,"This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.","This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.",0.4788719713687897
REQ-0147,"Each supervisory authority shall have all of the following corrective powers: (a) to issue warnings to a controller or processor that intended processing operations are likely to infringe provisions of this Regulation; (b) to issue reprimands to a controller or a processor where processing operations have infringed provisions of this Regulation; (c) to order the controller or the processor to comply with the data subject's requests to exercise his or her rights pursuant to this Regulation; L 119/70 EN Official Journal of the European Union 4.5.2016 (d) to order the controller or processor to bring processing operations into compliance with the provisions of this Regulation, where appropriate, in a specified manner and within a specified period; (e) to order the controller to communicate a personal data breach to the data subject; (f) to impose a temporary or definitive limitation including a ban on processing; (g) to order the rectification or erasure of personal data or restriction of processing pursuant to Articles 16, 17 and 18 and the notification of such actions to recipients to whom the personal data have been disclosed pursuant to Article 17(2) and Article 19; (h) to withdraw a certification or to order the certification body to withdraw a certification issued pursuant to Articles 42 and 43, or to order the certification body not to issue certification if the requirements for the certifi­ cation are not or are no longer met; (i) to impose an administrative fine pursuant to Article 83, in addition to, or instead of measures referred to in this paragraph, depending on the circumstances of each individual case; (j) to order the suspension of data flows to a recipient in a third country or to an international organisation.",data_protection;breach_notification;third_parties,Article 17(2),GDPR_EN_TXT (7).txt,partially_compliant,"This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.","This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.",0.5698670148849487
REQ-0148,"Each supervisory authority shall have all of the following authorisation and advisory powers: (a) to advise the controller in accordance with the prior consultation procedure referred to in Article 36; (b) to issue, on its own initiative or on request, opinions to the national parliament, the Member State government or, in accordance with Member State law, to other institutions and bodies as well as to the public on any issue related to the protection of personal data; (c) to authorise processing referred to in Article 36(5), if the law of the Member State requires such prior authorisation; (d) to issue an opinion and approve draft codes of conduct pursuant to Article 40(5); (e) to accredit certification bodies pursuant to Article 43; (f) to issue certifications and approve criteria of certification in accordance with Article 42(5); (g) to adopt standard data protection clauses referred to in Article 28(8) and in point (d) of Article 46(2); (h) to authorise contractual clauses referred to in point (a) of Article 46(3); (i) to authorise administrative arrangements referred to in point (b) of Article 46(3); (j) to approve binding corporate rules pursuant to Article 47.",data_protection,Article 36,GDPR_EN_TXT (7).txt,partially_compliant,More detail about the specific legitimate​ ​interests pursued in respect of each Purpose we use your personal information for is set out in​ ​the table below.​ ​●​ ​Where we need to comply with a legal or regulatory obligation (“Compliance with Law”).​ ​●​ ​Where we have your specific consent to carry out the processing for the Purpose in question​ ​(“Consent”).,More detail about the specific legitimate​ ​interests pursued in respect of each Purpose we use your personal information for is set out in​ ​the table below.​ ​●​ ​Where we need to comply with a legal or regulatory obligation (“Compliance with Law”).​ ​●​ ​Where we have your specific consent to carry out the processing for the Purpose in question​ ​(“Consent”).,0.46244651079177856
REQ-0149,"The lead supervisory authority shall adopt and notify the decision to the main establishment or single establishment of the controller or processor, as the case may be and inform the other supervisory authorities concerned and the Board of the decision in question, including a summary of the relevant facts and grounds.",third_parties,Article 63,GDPR_EN_TXT (7).txt,non_compliant,Our use of information that​ ​we process on behalf of our business customers may be governed by our agreements with such​ ​customers.,Our use of information that​ ​we process on behalf of our business customers may be governed by our agreements with such​ ​customers.,0.3731406331062317
REQ-0150,"The lead supervisory authority shall adopt the decision for the part concerning actions in relation to the controller, shall notify it to the main establishment or single establishment of the controller or processor on the territory of its Member State and shall inform the complainant thereof, while the supervisory authority of the complainant shall adopt the decision for the part concerning dismissal or rejection of that complaint, and shall notify it to that complainant and shall inform the controller or processor thereof.",third_parties,Article 63,GDPR_EN_TXT (7).txt,non_compliant,Our use of information that​ ​we process on behalf of our business customers may be governed by our agreements with such​ ​customers.,Our use of information that​ ​we process on behalf of our business customers may be governed by our agreements with such​ ​customers.,0.3549951910972595
REQ-0151,"After being notified of the decision of the lead supervisory authority pursuant to paragraphs 7 and 9, the controller or processor shall take the necessary measures to ensure compliance with the decision as regards processing activities in the context of all its establishments in the Union.",third_parties,Article 63,GDPR_EN_TXT (7).txt,partially_compliant,"This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.","This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.",0.46152764558792114
REQ-0152,"The controller or processor shall notify the measures taken for complying with the decision to the lead supervisory authority, which shall inform the other supervisory authorities concerned.",third_parties,Article 63,GDPR_EN_TXT (7).txt,non_compliant,Our use of information that​ ​we process on behalf of our business customers may be governed by our agreements with such​ ​customers.,Our use of information that​ ​we process on behalf of our business customers may be governed by our agreements with such​ ​customers.,0.38066983222961426
REQ-0153,"Where the controller or processor has establishments in several Member States or where a significant number of data subjects in more than one Member State are likely to be substantially affected by processing operations, a supervisory authority of each of those Member States shall have the right to participate in joint operations.",third_parties,Article 62,GDPR_EN_TXT (7).txt,partially_compliant,Our use of information that​ ​we process on behalf of our business customers may be governed by our agreements with such​ ​customers.,Our use of information that​ ​we process on behalf of our business customers may be governed by our agreements with such​ ​customers.,0.4292759299278259
REQ-0154,"To that end, the competent supervisory authority shall communicate the draft decision to the Board, when it: (a) aims to adopt a list of the processing operations subject to the requirement for a data protection impact assessment pursuant to Article 35(4); (b) concerns a matter pursuant to Article 40(7) whether a draft code of conduct or an amendment or extension to a code of conduct complies with this Regulation; L 119/74 EN Official Journal of the European Union 4.5.2016 (c) aims to approve the criteria for accreditation of a body pursuant to Article 41(3) or a certification body pursuant to Article 43(3); (d) aims to determine standard data protection clauses referred to in point (d) of Article 46(2) and in Article 28(8); (e) aims to authorise contractual clauses referred to in point (a) of Article 46(3); or (f) aims to approve binding corporate rules within the meaning of Article 47.",data_protection,Article 35(4),GDPR_EN_TXT (7).txt,partially_compliant,"All transfers of your personal data from Europe to a country that has not been deemed to​ ​provide an adequate level of protection will be based upon an adequacy decision or governed by​ ​appropriate safeguards in accordance with the GDPR (e.g., the European Commission’s Standard​ ​Contractual Clauses or the UK’s International Data Transfer Agreement).","All transfers of your personal data from Europe to a country that has not been deemed to​ ​provide an adequate level of protection will be based upon an adequacy decision or governed by​ ​appropriate safeguards in accordance with the GDPR (e.g., the European Commission’s Standard​ ​Contractual Clauses or the UK’s International Data Transfer Agreement).",0.45028895139694214
REQ-0155,"The lead supervisory authority or, as the case may be, the supervisory authority with which the complaint has been lodged, shall inform the Board of the date when its final decision is notified respectively to the controller or the processor and to the data subject.",third_parties,Article 64(1),GDPR_EN_TXT (7).txt,partially_compliant,"In addition to your rights​​outlined above, if you are not satisfied with our​ ​response to a request you make, or how we process your personal data, you can make a complaint to the​ ​data protection regulator in your habitual place of residence.","In addition to your rights​​outlined above, if you are not satisfied with our​ ​response to a request you make, or how we process your personal data, you can make a complaint to the​ ​data protection regulator in your habitual place of residence.",0.4016939401626587
REQ-0156,The European Data Protection Board (the ‘Board’) is hereby established as a body of the Union and shall have legal personality.,data_protection,Article 68,GDPR_EN_TXT (7).txt,partially_compliant,"​​European data protection laws​​give you certain rights regarding your personal data.​ ​If you are located in Europe, you may ask us to take the following actions in relation to your personal​ ​data that we hold:​ ​●​ ​Access​​.","​​European data protection laws​​give you certain rights regarding your personal data.​ ​If you are located in Europe, you may ask us to take the following actions in relation to your personal​ ​data that we hold:​ ​●​ ​Access​​.",0.5641576051712036
REQ-0157,"The Board shall be composed of the head of one supervisory authority of each Member State and of the European Data Protection Supervisor, or their respective representatives.",data_protection,Article 68,GDPR_EN_TXT (7).txt,partially_compliant,"​ ​●​ ​For users in the European Economic Area – the contact information for the data protection​ ​regulator in your place of residence can be found​ ​here: ​​https://edpb.europa.eu/about-edpb/board/members_en​ ​●​ ​For users in the UK – the contact information for the UK data protection regulator is below:​ ​The Information Commissioner’s Office​ ​Water Lane, Wycliffe House​ ​Wilmslow - Cheshire SK9 5AF​ ​Tel.","​ ​●​ ​For users in the European Economic Area – the contact information for the data protection​ ​regulator in your place of residence can be found​ ​here: ​​https://edpb.europa.eu/about-edpb/board/members_en​ ​●​ ​For users in the UK – the contact information for the UK data protection regulator is below:​ ​The Information Commissioner’s Office​ ​Water Lane, Wycliffe House​ ​Wilmslow - Cheshire SK9 5AF​ ​Tel.",0.4901849329471588
REQ-0158,"In the cases referred to in Article 65, the European Data Protection Supervisor shall have voting rights only on decisions which concern principles and rules applicable to the Union institutions, bodies, offices and agencies which correspond in substance to those of this Regulation.",data_protection,Article 65,GDPR_EN_TXT (7).txt,compliant,"​​European data protection laws​​give you certain rights regarding your personal data.​ ​If you are located in Europe, you may ask us to take the following actions in relation to your personal​ ​data that we hold:​ ​●​ ​Access​​.","​​European data protection laws​​give you certain rights regarding your personal data.​ ​If you are located in Europe, you may ask us to take the following actions in relation to your personal​ ​data that we hold:​ ​●​ ​Access​​.",0.613648533821106
REQ-0159,"To that end, the Board shall, on its own initiative or, where relevant, at the request of the Commission, in particular: (a) monitor and ensure the correct application of this Regulation in the cases provided for in Articles 64 and 65 without prejudice to the tasks of national supervisory authorities; 4.5.2016 EN Official Journal of the European Union L 119/77 (b) advise the Commission on any issue related to the protection of personal data in the Union, including on any proposed amendment of this Regulation; (c) advise the Commission on the format and procedures for the exchange of information between controllers, processors and supervisory authorities for binding corporate rules; (d) issue guidelines, recommendations, and best practices on procedures for erasing links, copies or replications of personal data from publicly available communication services as referred to in Article 17(2); (e) examine, on its own initiative, on request of one of its members or on request of the Commission, any question covering the application of this Regulation and issue guidelines, recommendations and best practices in order to encourage consistent application of this Regulation; (f) issue guidelines, recommendations and best practices in accordance with point (e) of this paragraph for further specifying the criteria and conditions for decisions based on profiling pursuant to Article 22(2); (g) issue guidelines, recommendations and best practices in accordance with point (e) of this paragraph for establishing the personal data breaches and determining the undue delay referred to in Article 33(1) and (2) and for the particular circumstances in which a controller or a processor is required to notify the personal data breach; (h) issue guidelines, recommendations and best practices in accordance with point (e) of this paragraph as to the circumstances in which a personal data breach is likely to result in a high risk to the rights and freedoms of the natural persons referred to in Article 34(1).",data_protection;breach_notification;third_parties,Article 17(2),GDPR_EN_TXT (7).txt,partially_compliant,"We take reasonable measures to ensure that personal data is deleted, erased or anonymized as​ ​soon as possible once the purposes for which personal data was collected have been fulfilled.​ ​Data Subject Rights.","We take reasonable measures to ensure that personal data is deleted, erased or anonymized as​ ​soon as possible once the purposes for which personal data was collected have been fulfilled.​ ​Data Subject Rights.",0.5455747842788696
REQ-0160,"The Board shall have a secretariat, which shall be provided by the European Data Protection Supervisor.",data_protection,Article 75,GDPR_EN_TXT (7).txt,partially_compliant,"​ ​●​ ​For users in the European Economic Area – the contact information for the data protection​ ​regulator in your place of residence can be found​ ​here: ​​https://edpb.europa.eu/about-edpb/board/members_en​ ​●​ ​For users in the UK – the contact information for the UK data protection regulator is below:​ ​The Information Commissioner’s Office​ ​Water Lane, Wycliffe House​ ​Wilmslow - Cheshire SK9 5AF​ ​Tel.","​ ​●​ ​For users in the European Economic Area – the contact information for the data protection​ ​regulator in your place of residence can be found​ ​here: ​​https://edpb.europa.eu/about-edpb/board/members_en​ ​●​ ​For users in the UK – the contact information for the UK data protection regulator is below:​ ​The Information Commissioner’s Office​ ​Water Lane, Wycliffe House​ ​Wilmslow - Cheshire SK9 5AF​ ​Tel.",0.5279332399368286
REQ-0161,The staff of the European Data Protection Supervisor involved in carrying out the tasks conferred on the Board by this Regulation shall be subject to separate reporting lines from the staff involved in carrying out tasks conferred on the European Data Protection Supervisor.,data_protection,Article 75,GDPR_EN_TXT (7).txt,partially_compliant,"​​European data protection laws​​give you certain rights regarding your personal data.​ ​If you are located in Europe, you may ask us to take the following actions in relation to your personal​ ​data that we hold:​ ​●​ ​Access​​.","​​European data protection laws​​give you certain rights regarding your personal data.​ ​If you are located in Europe, you may ask us to take the following actions in relation to your personal​ ​data that we hold:​ ​●​ ​Access​​.",0.47551587224006653
REQ-0162,"Where appropriate, the Board and the European Data Protection Supervisor shall establish and publish a Memorandum of Understanding implementing this Article, determining the terms of their cooperation, and applicable to the staff of the European Data Protection Supervisor involved in carrying out the tasks conferred on the Board by this Regulation.",data_protection,Article 75,GDPR_EN_TXT (7).txt,partially_compliant,"​​European data protection laws​​give you certain rights regarding your personal data.​ ​If you are located in Europe, you may ask us to take the following actions in relation to your personal​ ​data that we hold:​ ​●​ ​Access​​.","​​European data protection laws​​give you certain rights regarding your personal data.​ ​If you are located in Europe, you may ask us to take the following actions in relation to your personal​ ​data that we hold:​ ​●​ ​Access​​.",0.5535739660263062
REQ-0163,"Without prejudice to any other administrative or judicial remedy, every data subject shall have the right to lodge a complaint with a supervisory authority, in particular in the Member State of his or her habitual residence, place of work or place of the alleged infringement if the data subject considers that the processing of personal data relating to him or her infringes this Regulation.",data_protection,Article 77,GDPR_EN_TXT (7).txt,compliant,"In addition to your rights​​outlined above, if you are not satisfied with our​ ​response to a request you make, or how we process your personal data, you can make a complaint to the​ ​data protection regulator in your habitual place of residence.","In addition to your rights​​outlined above, if you are not satisfied with our​ ​response to a request you make, or how we process your personal data, you can make a complaint to the​ ​data protection regulator in your habitual place of residence.",0.7555439472198486
REQ-0164,"Without prejudice to any available administrative or non-judicial remedy, including the right to lodge a complaint with a supervisory authority pursuant to Article 77, each data subject shall have the right to an effective judicial remedy where he or she considers that his or her rights under this Regulation have been infringed as a result of the processing of his or her personal data in non-compliance with this Regulation.",data_protection,Article 77,GDPR_EN_TXT (7).txt,compliant,"In addition to your rights​​outlined above, if you are not satisfied with our​ ​response to a request you make, or how we process your personal data, you can make a complaint to the​ ​data protection regulator in your habitual place of residence.","In addition to your rights​​outlined above, if you are not satisfied with our​ ​response to a request you make, or how we process your personal data, you can make a complaint to the​ ​data protection regulator in your habitual place of residence.",0.6522221565246582
REQ-0165,Proceedings against a controller or a processor shall be brought before the courts of the Member State where the controller or processor has an establishment.,third_parties,Article 77,GDPR_EN_TXT (7).txt,non_compliant,Our use of information that​ ​we process on behalf of our business customers may be governed by our agreements with such​ ​customers.,Our use of information that​ ​we process on behalf of our business customers may be governed by our agreements with such​ ​customers.,0.35702013969421387
REQ-0166,"The data subject shall have the right to mandate a not-for-profit body, organisation or association which has been properly constituted in accordance with the law of a Member State, has statutory objectives which are in the public interest, and is active in the field of the protection of data subjects' rights and freedoms with regard to the protection of their personal data to lodge the complaint on his or her behalf, to exercise the rights referred to in Articles 77, 78 and 79 on his or her behalf, and to exercise the right to receive compensation referred to in Article 82 on his or her behalf where provided for by Member State law.",data_protection,Article 82,GDPR_EN_TXT (7).txt,compliant,Please note that​ ​these rights may be subject to limitations and conditions under the GDPR or applicable national data​ ​protection laws.​ ​Your Right to Complain​​.,Please note that​ ​these rights may be subject to limitations and conditions under the GDPR or applicable national data​ ​protection laws.​ ​Your Right to Complain​​.,0.6425395011901855
REQ-0167,"Where a competent court of a Member State has information on proceedings, concerning the same subject matter as regards processing by the same controller or processor, that are pending in a court in another Member State, it shall contact that court in the other Member State to confirm the existence of such proceedings.",third_parties,Article 81,GDPR_EN_TXT (7).txt,non_compliant,"This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.","This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.",0.3737855851650238
REQ-0168,Any person who has suffered material or non-material damage as a result of an infringement of this Regulation shall have the right to receive compensation from the controller or processor for the damage suffered.,third_parties,Article 82,GDPR_EN_TXT (7).txt,partially_compliant,"In addition to your rights​​outlined above, if you are not satisfied with our​ ​response to a request you make, or how we process your personal data, you can make a complaint to the​ ​data protection regulator in your habitual place of residence.","In addition to your rights​​outlined above, if you are not satisfied with our​ ​response to a request you make, or how we process your personal data, you can make a complaint to the​ ​data protection regulator in your habitual place of residence.",0.4280296564102173
REQ-0169,A processor shall be liable for the damage caused by processing only where it has not complied with obligations of this Regulation specifically directed to processors or where it has acted outside or contrary to lawful instructions of the controller.,third_parties,Article 82,GDPR_EN_TXT (7).txt,non_compliant,"This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.","This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.",0.3924539089202881
REQ-0170,A controller or processor shall be exempt from liability under paragraph 2 if it proves that it is not in any way responsible for the event giving rise to the damage.,third_parties,Article 82,GDPR_EN_TXT (7).txt,non_compliant,"​ ​●​ ​To courts and public authorities to protect you, Rubrik or third parties from harm, including​ ​fraud or instances where somebody’s physical safety is at risk.​ ​Service providers acting on Rubrik’s behalf shall be obliged to adhere to confidentiality requirements no​ ​less protective than those set forth herein and will only receive access to your personal information as​ ​necessary to perform their functions.​ ​We also perform statistical analyses of the users of our Online Services to improve the content, design​ ​and navigation of the Online Services and our other products and services.","​ ​●​ ​To courts and public authorities to protect you, Rubrik or third parties from harm, including​ ​fraud or instances where somebody’s physical safety is at risk.​ ​Service providers acting on Rubrik’s behalf shall be obliged to adhere to confidentiality requirements no​ ​less protective than those set forth herein and will only receive access to your personal information as​ ​necessary to perform their functions.​ ​We also perform statistical analyses of the users of our Online Services to improve the content, design​ ​and navigation of the Online Services and our other products and services.",0.2914574146270752
REQ-0171,"4. Where more than one controller or processor, or both a controller and a processor, are involved in the same processing and where they are, under paragraphs 2 and 3, responsible for any damage caused by processing, each controller or processor shall be held liable for the entire damage in order to ensure effective compensation of the data subject.",third_parties,Article 82,GDPR_EN_TXT (7).txt,non_compliant,"This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.","This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.",0.3544365167617798
REQ-0172,"5. Where a controller or processor has, in accordance with paragraph 4, paid full compensation for the damage suffered, that controller or processor shall be entitled to claim back from the other controllers or processors involved in the same processing that part of the compensation corresponding to their part of responsibility for the damage, in accordance with the conditions set out in paragraph 2.",third_parties,Article 82,GDPR_EN_TXT (7).txt,non_compliant,Our use of information that​ ​we process on behalf of our business customers may be governed by our agreements with such​ ​customers.,Our use of information that​ ​we process on behalf of our business customers may be governed by our agreements with such​ ​customers.,0.3051796555519104
REQ-0173,"When deciding whether to impose an administrative fine and deciding on the amount of the administrative fine in each individual case due regard shall be given to the following: (a) the nature, gravity and duration of the infringement taking into account the nature scope or purpose of the processing concerned as well as the number of data subjects affected and the level of damage suffered by them; (b) the intentional or negligent character of the infringement; (c) any action taken by the controller or processor to mitigate the damage suffered by data subjects; (d) the degree of responsibility of the controller or processor taking into account technical and organisational measures implemented by them pursuant to Articles 25 and 32; (e) any relevant previous infringements by the controller or processor; (f) the degree of cooperation with the supervisory authority, in order to remedy the infringement and mitigate the possible adverse effects of the infringement; (g) the categories of personal data affected by the infringement; (h) the manner in which the infringement became known to the supervisory authority, in particular whether, and if so to what extent, the controller or processor notified the infringement; (i) where measures referred to in Article 58(2) have previously been ordered against the controller or processor concerned with regard to the same subject-matter, compliance with those measures; (j) adherence to approved codes of conduct pursuant to Article 40 or approved certification mechanisms pursuant to Article 42; and (k) any other aggravating or mitigating factor applicable to the circumstances of the case, such as financial benefits gained, or losses avoided, directly or indirectly, from the infringement.",data_protection;security_measures;third_parties,Article 58(2),GDPR_EN_TXT (7).txt,partially_compliant,"This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.","This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.",0.4695054888725281
REQ-0174,"If a controller or processor intentionally or negligently, for the same or linked processing operations, infringes several provisions of this Regulation, the total amount of the administrative fine shall not exceed the amount specified for the gravest infringement.",third_parties,Article 58(2),GDPR_EN_TXT (7).txt,non_compliant,"This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.","This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.",0.31640005111694336
REQ-0175,"4. Infringements of the following provisions shall, in accordance with paragraph 2, be subject to administrative fines up to 10 000 000 EUR, or in the case of an undertaking, up to 2 % of the total worldwide annual turnover of the preceding financial year, whichever is higher: (a) the obligations of the controller and the processor pursuant to Articles 8, 11, 25 to 39 and 42 and 43; (b) the obligations of the certification body pursuant to Articles 42 and 43; (c) the obligations of the monitoring body pursuant to Article 41(4).",third_parties,Article 41(4),GDPR_EN_TXT (7).txt,partially_compliant,"All transfers of your personal data from Europe to a country that has not been deemed to​ ​provide an adequate level of protection will be based upon an adequacy decision or governed by​ ​appropriate safeguards in accordance with the GDPR (e.g., the European Commission’s Standard​ ​Contractual Clauses or the UK’s International Data Transfer Agreement).","All transfers of your personal data from Europe to a country that has not been deemed to​ ​provide an adequate level of protection will be based upon an adequacy decision or governed by​ ​appropriate safeguards in accordance with the GDPR (e.g., the European Commission’s Standard​ ​Contractual Clauses or the UK’s International Data Transfer Agreement).",0.4028150141239166
REQ-0176,"Infringements of the following provisions shall, in accordance with paragraph 2, be subject to administrative fines up to 20 000 000 EUR, or in the case of an undertaking, up to 4 % of the total worldwide annual turnover of the preceding financial year, whichever is higher: (a) the basic principles for processing, including conditions for consent, pursuant to Articles 5, 6, 7 and 9; (b) the data subjects' rights pursuant to Articles 12 to 22; (c) the transfers of personal data to a recipient in a third country or an international organisation pursuant to Articles 44 to 49; (d) any obligations pursuant to Member State law adopted under Chapter IX; (e) non-compliance with an order or a temporary or definitive limitation on processing or the suspension of data flows by the supervisory authority pursuant to Article 58(2) or failure to provide access in violation of Article 58(1).",data_protection,Article 58(2),GDPR_EN_TXT (7).txt,compliant,"All transfers of your personal data from Europe to a country that has not been deemed to​ ​provide an adequate level of protection will be based upon an adequacy decision or governed by​ ​appropriate safeguards in accordance with the GDPR (e.g., the European Commission’s Standard​ ​Contractual Clauses or the UK’s International Data Transfer Agreement).","All transfers of your personal data from Europe to a country that has not been deemed to​ ​provide an adequate level of protection will be based upon an adequacy decision or governed by​ ​appropriate safeguards in accordance with the GDPR (e.g., the European Commission’s Standard​ ​Contractual Clauses or the UK’s International Data Transfer Agreement).",0.6695201396942139
REQ-0177,"Member States shall by law reconcile the right to the protection of personal data pursuant to this Regulation with the right to freedom of expression and information, including processing for journalistic purposes and the purposes of academic, artistic or literary expression.",data_protection,Article 85,GDPR_EN_TXT (7).txt,compliant,"This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.","This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.",0.6516070365905762
